,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
609,become software tester learn software testing get job,testing manual testing software testing qa qa testing quality assurance manual software testing jira job tip waqas mazhar,19,All Levels,15,4.4,1425
610,master java unit testing spring boot mockito,learn write awesome java junit unit test spring boot mockito jsonassert hamcrest jsonpath easy step inminutes official,49,All Levels,4,4.4,1410
611,java web service,learn designcreate consume secure soap rest web service scratch easy step bharath thippireddy,277,All Levels,135,4.5,5859
612,robust scrum product owner,take scrum product owner skill next level michael de la maza,29,Intermediate,25,4.4,863
613,learn complete python simple way,direct class room video give left right anywhere python concept detail beginner expert level durgasoft durga,423,All Levels,114,4.7,654
614,software development process complete course,learn select right software development model process tool resource software project daniele protti,281,All Levels,23,4.1,69
615,grafana graphite beginner advanced rd edition,monitoring server application infrastructure devops developer aref k,43,All Levels,55,4.3,1083
616,beginner guide augmented reality unity,learn create mobile ar application wikitude integrating arkit arcore io android penny de byl,55,Beginner,11,4.5,539
617,webservices api testing rest assured api postman,webservices api automation testing using restassured api postman live project cucumber bdd rahul arora,181,All Levels,375,4.4,182
618,procedural terrain generation unity,programming realistic environment c algorithmic manipulation mesh vegetation data penny de byl,85,Intermediate,15,4.6,480
619,statistic data analysis using excel,plain simple lesson descriptive inferential statistic theory excel example business six sigma sandeep kumar,113,All Levels,145,4.5,983
620,build microservices net core amazon web service,use net core x amazon web service aws build aadvanced microservices aref k,61,All Levels,11,4.3,334
621,master python programming complete python bootcamp,python handson hundred python coding challenge quiz complete python ebook beginner expert andrei dumitrescu,339,All Levels,245,4.5,330
622,master computer vision opencv python deep learning,master opencv like pro learning dlib deep learning computer vision kera tensorflow caffe project rajeev ratan,116,All Levels,11,4.1,2859
623,collaboration crawling w google go golang language,mastering go module grpc crawling collaboration git todd mcleod,99,Intermediate,11,4.5,85
624,wordpress complete web design latest wordpress design tech,master wordpress website design elementor beginner advanced coding build wordpress ecommerce web design khalil ibrahim,56,All Levels,8,4.5,1612
625,qgis gi professional,learn leverage power qgis improve organization spatial strategy michael miller,81,Intermediate,115,4.5,372
626,netapp ontap storage essential,become san na storage ninja pas netapp ncda exam neil anderson,191,All Levels,425,4.7,1027
627,sql server administration part,learn optimize improve performance review analysis statistic use monitoring tool create index raphael asghar,49,Beginner,10,4.6,862
628,spring spring boot interview guide,prepare spring spring boot interview spring spring boot restful soap web service spring mvc inminutes official,73,All Levels,6,4.4,1091
629,make spotify clone scratch javascript php mysql,learn javascript php mysql building ultimate music streaming website scratch complete guide reece kenney,169,All Levels,15,4.6,1230
630,fundamental game engine c sdl lua,learn game development fundamental simple game engine create one scratch using c sdl lua gustavo pezzi,52,All Levels,105,4.7,168
631,java design pattern solid design principle,master guide gang four design pattern solid design principle using java coffee powered crew,253,Intermediate,17,4.5,746
632,aspnet core complete guide build restful apis,learn build secure restful apis aspnet core entity framework c asfend yar hamid,67,All Levels,45,4.3,718
633,master pega hr complete guide senior architect,ʖenroll top rated pega training course realtime example ʖ k chandra,73,Expert,385,4.2,349
634,docker swarm mastery devops style cluster orchestration,build automate monitor server cluster container using latest open source linux window bret fisher,66,Intermediate,95,4.7,898
635,complete guide service portal servicenow,learn master service portal madrid release mark miller,51,Intermediate,7,4.5,262
636,oracle database administration workshop c higher,helpful course exam z z hour prepare good dba khaled alkhudari,203,All Levels,27,4.5,205
637,android multithreading masterclass,complete guide multithreading android fundamental thread pool rxjava kotlin coroutines vasiliy zukanov,81,Beginner,11,4.8,84
638,react django full stack web app backend api mobile apps,react single page web app django rest api python react native cross platform mobile apps android io krystian czekalski,112,Beginner,17,4.2,238
639,react tutorial project course,step step learn reactjs create interesting project john smilga,361,Beginner,455,4.6,700
640,ultimate guide real world application unity,created partnership unity technology move beyond game design build enterpriselevel application unity jonathan weinberger,130,Intermediate,115,4.1,431
641,mern stack complete guide,best resource building amazing fullstack apps best mongodb express react nodejs reed barger,44,All Levels,85,4.2,204
642,laravel api development vue j spa scratch,learn develop robust api laravel singlepage application vue j scratch victor gonzalez,49,Intermediate,55,4.7,382
643,etl testing beginner expert,etl testing essential course software testing professional sid inf,255,All Levels,19,4.2,1052
644,gradle masterclass,discover advanced java build tool planet bruce e hilton,59,Beginner,6,4.3,678
